names,scores,logfoldchanges,pvals,pvals_adj
MLF2,3.4446678,1.2052646,0.0005717614537340419,0.06343702826877762
RTN3,3.4375584,0.78738314,0.0005869841380237635,0.06487203308161367
ASAP1,3.436823,1.5518779,0.000588580249842165,0.06487203308161367
METRNL,3.4284878,1.3765279,0.000606954098426268,0.06667710220738042
RPS15A,3.425178,1.4002783,0.0006143965525494521,0.06727340088177541
APBB1IP,3.4104688,1.172801,0.0006485130189122565,0.07077693065226705
TPSB2,3.4088752,3.090989,0.0006523128985600661,0.07095974449613018
AREG,3.4054432,2.2744222,0.0006605676867320321,0.07162441060423033
CLDN4,3.3691602,2.3644946,0.0007539757946255024,0.08122508270101057
CCNI,3.3658507,0.79425824,0.000763080084884549,0.08194155149454792
SOCS3,3.355064,0.7638648,0.000793466659551949,0.08438388564897935
CXCL17,3.3542058,2.986791,0.0007959313684102437,0.08438388564897935
PECAM1,3.3500383,0.90854603,0.0008080042005042565,0.08539274772164604
SFTPA2,3.3484447,1.0164204,0.000812665023380672,0.08561438839375686
MT-ND5,3.3197615,0.719597,0.0009009435307074339,0.09461606965882222
SRGN,3.3157165,0.38550463,0.0009140849472291254,0.09564753164383077
RPL7A,3.314981,2.390806,0.0009164932963835744,0.09564753164383077
ACSL1,3.3133876,0.89437884,0.0009217315712933672,0.09589454066951181
LILRB2,3.3044393,1.0449543,0.0009516653941818343,0.09870129659657309
HLA-DRB5,3.3008847,1.5354093,0.0009638048796349138,0.09947357711899098
QSOX1,3.3005168,2.3069987,0.0009650688401770594,0.09947357711899098
LILRA5,3.2899754,1.8074396,0.0010019617764352976,0.10295850918717907
RPL3P4,3.2872787,1.9205419,0.0010116069967863392,0.10363075848060302
GPR183,3.284582,2.3786366,0.0010213381002150362,0.1043076672623283
AC116533.1,3.2782078,1.6012963,0.0010446843116714275,0.10636669900176522
TSEN34,3.2731822,1.5074605,0.00106343900390308,0.1079471397396573
RHOA,3.2696276,0.6949061,0.0010768920668623476,0.10865222799074006
RPL13,3.2501376,1.4747354,0.00115349152891014,0.11603012981772
ITGB2,3.2433958,0.8345933,0.0011811395627835681,0.11845446498114127
IVNS1ABP,3.2418025,0.5910612,0.0011877634100665086,0.11876211629515307
MAPKAPK2,3.2099323,1.2014809,0.0013276623373955708,0.13079236406980083
MEGF9,3.203926,1.532841,0.0013556730657047695,0.13315899324198965
FCGR2A,3.1936295,0.7042985,0.001404962938063897,0.13759572516006424
CD44,3.1795332,0.94030833,0.0014751250399236073,0.144044666179207
ARRB2,3.1734042,0.6756172,0.0015066257850559293,0.1466917630254455
GSTP1,3.167643,2.036061,0.0015368003854456247,0.1491947257916921
S100A10,3.1609013,2.8422287,0.0015728174004495706,0.15224872436351844
FAM120A,3.1503596,1.5170805,0.0016306954001557407,0.15694150888645855
SCGB3A1,3.1445985,4.6649637,0.0016631485675190428,0.159604912531224
ATF4,3.1436179,1.1252253,0.001668731332143835,0.15968180965121923
DDX5,3.1387148,0.6687163,0.0016969046605739089,0.1619137944129322
EFHD2,3.114935,0.6631708,0.0018398551993575605,0.17455626203904853
NOP10,3.1139543,0.8017556,0.0018459810036000506,0.17464130763803765
FKBP1A,3.096916,0.7984064,0.0019554526348867433,0.18395576392866952
HECA,3.093729,1.4611448,0.001976579386956333,0.18542091350222947
AQP9,3.0852711,0.62947506,0.002033666433665213,0.19024180453412734
UQCRB,3.0811036,2.0710742,0.0020623491638469805,0.19202732697401487
MME,3.080368,1.394141,0.002067449180259043,0.19202732697401487
ARPC2,3.0800004,0.6622876,0.002070003524692938,0.19202732697401487
HLA-DQA1,3.0727682,1.1934441,0.0021208309626037187,0.19535700724464553
C1QB,3.0724006,1.7103585,0.00212344573092006,0.19535700724464553
SLC25A3,3.06762,1.6115621,0.0021577077946165744,0.19774552596780712
ABHD2,3.0671296,1.291773,0.0021612503586731823,0.19774552596780712
ITM2B,3.0610008,0.47398278,0.0022059845776165815,0.20128705178711298
FRMD4B,3.0362403,2.2171948,0.0023954841153337966,0.21680105017801482
JUND,3.0339112,0.6463996,0.0024140541468006867,0.2178912223960966
PPP4R1,3.0291307,2.1709516,0.002452585037441295,0.22026819885414414
CYB5A,3.0290082,4.389223,0.0024535803681201827,0.22026819885414414
CD24,3.0254533,3.797233,0.002482606241126712,0.2222764558409321
TRBC2,3.0103765,1.5556628,0.0026092409378903622,0.2323685609647641
SPI1,3.0080473,0.63544524,0.0026293207151748313,0.23353402820207092
CXCL1,2.9982412,0.81424415,0.0027154260513483157,0.24054209127540677
PIK3CD,2.9944413,1.7913542,0.0027494788424933555,0.24276051312225821
SLC44A2,2.9923575,1.1698272,0.0027683181452114094,0.24329145467757957
RPL6P27,2.9772806,1.7696862,0.002908177530735386,0.2522636280946466
H2AFZ,2.957668,1.684372,0.0030997560070472416,0.26818510780142407
MTATP6P1,2.953991,0.99321854,0.0031369329341310336,0.2703801356636115
ABTB1,2.952765,1.3333652,0.0031494152824633154,0.2703801356636115
STEAP4,2.9422235,1.243156,0.0032586470948496363,0.2790404573835858
MYH9,2.9175854,0.7150443,0.003527530391580659,0.3005239922378257
PRKCB,2.9167273,1.519183,0.0035372482025554535,0.3005850915331856
AHNAK,2.9070437,2.3232892,0.003648621657035834,0.30926235750855
UBE2R2,2.8993213,0.7748918,0.0037397135999796267,0.3161809503415687
H2AFY,2.8955214,1.9294764,0.0037852912222463377,0.31922622640944115
PKM,2.8934376,0.9576768,0.0038104991704619967,0.32054264558375023
NFIL3,2.8879216,1.495947,0.003877964106114199,0.3253982142909291
LBR,2.8836315,1.0489612,0.0039311850024554475,0.3283424003919647
ALDH2,2.883509,2.2576504,0.00393271529993969,0.3283424003919647
TKT,2.8706384,0.8656931,0.0040964397807384065,0.34115886014349084
HSPH1,2.869535,0.8429615,0.004110757198509169,0.3414996204015229
HSP90AA1,2.8652449,0.6531126,0.004166868744791626,0.3453021057098291
COX7C,2.8621805,2.5472198,0.0042073728850691395,0.3477956061132895
MT-ATP8,2.8528645,0.7704559,0.004332708175746958,0.35727190675863063
SKI,2.8509033,1.4042218,0.004359522051157246,0.35813036469105647
OSBPL8,2.8479614,1.13732,0.004400024990413396,0.36015498671530827
CD300LF,2.8462453,2.0585387,0.004423808914113792,0.36121643641991247
SFPQ,2.8309233,1.0288725,0.004641385952623036,0.37805786652146073
CLEC7A,2.8214848,0.7178361,0.004780190594320022,0.38841665471511305
YPEL5,2.818543,0.5692585,0.004824216047575622,0.39104252214765894
NCOA4,2.81413,1.1589558,0.004890942369448966,0.39549131082352945
CDKN2D,2.810085,1.1672628,0.004952840397832286,0.39952912542513774
ARF4,2.79795,0.88735163,0.005142808377449462,0.4138535628272343
LMNA,2.791821,1.8209037,0.005241233084332997,0.4207601444336172
RPS14,2.7885115,0.87869567,0.005295087086339477,0.42406409672756157
PLP2,2.7856922,1.2878524,0.005341356391952885,0.4267462633149726
BTF3,2.774783,1.609939,0.0055238582049137236,0.4402739107668227
RPS3,2.7698798,0.83406013,0.005607699568076559,0.4458922256559161
SLC11A1,2.7635057,1.0068102,0.005718409257293418,0.4536151913457743
GPSM3,2.753822,0.65084887,0.005890377717705965,0.46395059967101043
CREB5,2.7229326,1.4956342,0.006470525478307691,0.5068163492442618
EFNA1,2.7224424,3.8004954,0.006480134780431781,0.5068163492442618
RPL10,2.7198682,1.2744728,0.006530794542810324,0.509585080728256
PACSIN2,2.7120233,1.1696619,0.00668739059429061,0.520587637032469
SKIL,2.7063847,0.6327968,0.006802020352237807,0.5282797015891484
FPR2,2.7041783,0.9976092,0.006847354010884602,0.5305666694837637
XKR8,2.6976817,2.2752972,0.006982417136742641,0.5397796358765214
BOD1L1,2.6777015,0.64332604,0.007412923125059199,0.5691080015735104
RASSF5,2.673534,0.5986823,0.007505667813969974,0.5731185979158983
RPLP0,2.6730437,1.741917,0.007516647080104307,0.5731185979158983
RPS23,2.6643407,1.7966471,0.007713940286362303,0.5841604303930963
PPP1CB,2.660173,0.7973428,0.007810051871818725,0.5901006613376881
UBL5,2.6425219,1.0529249,0.00822911458223183,0.6177955137939788
HSPA5,2.6423993,0.8169235,0.008232093772856646,0.6177955137939788
DNAJA1,2.6415412,0.5529583,0.008252975145338381,0.617973896757221
RHOG,2.6385994,0.6293158,0.008324928707856921,0.6219671568849883
ZFP36L2,2.6377413,1.054485,0.008346020616438387,0.6221511261307509
AL034397.3,2.6324706,1.2058724,0.008476637169179272,0.6304805677102694
TOMM7,2.6275675,1.5622232,0.00859977891225491,0.6368031409172171
AC099560.2,2.6267095,1.4065851,0.008621492382594208,0.6369985832060092
FLNA,2.622419,1.9839717,0.00873079652944063,0.6433888052380248
SERINC3,2.6218064,0.8378724,0.008746512084622807,0.6433888052380248
CD59,2.6158001,1.4743661,0.008901867381629701,0.6533775012679242
MX1,2.6108968,0.99119294,0.009030510340590455,0.6613660599437694
YWHAE,2.6080778,1.0224613,0.00910522937138434,0.6653790811526289
ENSA,2.6068518,1.4420342,0.009137887697972634,0.6663076365971485
DSTN,2.6036649,2.1348894,0.009223289229559957,0.6696107980660528
PAK1,2.600478,0.80086964,0.009309402362823807,0.6743965321233489
HSPE1,2.5909169,1.6752951,0.009572061983974723,0.6889409095190083
HBEGF,2.577556,2.5735106,0.009950178341172523,0.7138409886253323
RPL4,2.5771883,1.3032286,0.009960770771930916,0.7138409886253323
PHF20L1,2.5748591,0.7497144,0.010028089729940121,0.7171107741631519
