sample_id,B,Endothelial,Fibroblast,MDSC,Malignant_epi,Mast,Monocyte,NK,Plasma,TAM,T_CD4,T_CD8,Treg,pDC
CYD,9.734513274336283,0.1005631536604988,0.08045052292839903,0.2413515687851971,0.9654062751407884,0.2614641995172969,0.08045052292839903,5.83266291230893,3.3588093322606594,4.404666130329847,32.723250201126305,41.5124698310539,0.12067578439259855,0.583266291230893
CYZ,1.8488308863512777,2.147906470908102,0.3262642740619902,0.24469820554649263,17.48232735182164,0.8156606851549755,4.051114736269712,9.135399673735726,1.3594344752582925,17.591082109842304,19.575856443719413,23.491027732463294,0.08156606851549755,1.8488308863512777
GBG,2.9077691958200815,0.7723761926397091,20.626987732848708,0.0,33.80281690140845,0.09086778736937755,1.6810540663334848,4.08905043162199,1.0449795547478418,13.266696955929122,8.13266696955929,10.995002271694684,0.045433893684688774,2.5442980463425715
LJQ,18.72620283835237,0.4499826929733472,1.3499480789200415,0.4845967462789893,4.707511249567324,0.9691934925579786,0.06922810661128419,1.7999307718933888,9.899619245413637,5.7459328487365875,10.10730356524749,43.89061959155417,0.034614053305642094,1.7653167185877467
LYB.1,0.3246753246753247,1.7482517482517483,3.6713286713286712,0.0999000999000999,47.37762237762238,0.14985014985014986,0.5244755244755245,3.2217782217782216,0.8491508491508492,13.536463536463536,12.087912087912088,13.61138861138861,0.0999000999000999,2.697302697302697
LYB.2,1.6083916083916083,1.0256410256410255,0.9324009324009324,0.372960372960373,24.452214452214452,0.32634032634032634,2.2843822843822843,8.205128205128204,1.0955710955710956,22.214452214452216,16.666666666666664,17.086247086247084,0.7226107226107227,3.006993006993007
TGS,9.4148244473342,1.1183355006501952,3.328998699609883,0.26007802340702213,13.368010403120936,0.6501950585175552,2.1586475942782837,2.2366710013003903,12.093628088426527,8.920676202860859,14.48634590377113,29.934980494148245,0.15604681404421328,1.872561768530559
XMS,1.771479185119575,0.7528786536758193,0.8193091231178032,0.2657218777679362,21.6784765279008,0.06643046944198405,11.33746678476528,1.6829052258635961,3.9415411868910537,7.263064658990256,23.02922940655447,27.170062001771477,0.1328609388839681,0.08857395925597875
ZYQ,2.5804803270311703,1.1497189575881452,1.3796627491057742,0.3065917220235054,4.164537557485948,0.0510986203372509,1.430761369443025,9.478794072560042,1.0475217169136433,4.7521716913643335,28.717424629535003,43.61267245784364,0.0510986203372509,1.2774655084312723
