gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
PIGR,21.57840780654099,4.396092178163944,0.7099901156095967,6.191765323929144,5.949408641148271e-10,7.283266058493714e-06
GDF15,27.54283725203534,2.5932007904924945,0.6119651017269607,4.23749782981824,2.2602460367675562e-05,0.13834965991054213
MMP7,4.099976938538423,3.878070629472147,0.9654738184585357,4.016753800391842,5.9005311470731926e-05,0.2243374402195625
TMEM56,12.476838157043987,1.8486713867701423,0.46621117354482533,3.965309052363148,7.330091168748979e-05,0.2243374402195625
SDC4,20.715891735884895,1.323317624501447,0.3478467296001779,3.8043123936295027,0.00014219863438926395,0.34815913643867386
DDX3X,76.42696016022043,1.0222255377400993,0.28172795374951537,3.628413595936459,0.0002851681569305892,0.5818380961907121
NPC2,83.8185347862371,0.9171397767661384,0.2651378084704053,3.4591059723136754,0.0005419716220588719,0.9275158031801027
ARMC2,3.2270213821705616,3.277202430525342,0.9557700580979548,3.4288607419311607,0.0006061204399151137,0.9275158031801027
ZSCAN18,1.548200298444811,0.9605241442422742,1.185477279104422,0.8102425589867986,0.41780078162160916,0.9999618568001868
ZSCAN2,1.0309485885621146,-0.4936879631692055,1.6362639898462934,-0.3017165727735543,0.7628681334683707,0.9999618568001868
ZSCAN21,0.8028249850975296,-0.02507348960179213,1.6567709973796012,-0.015133950100194362,0.9879253157966453,0.9999618568001868
ZSCAN25,1.5071889655218706,0.2263048311732364,1.1430641040292004,0.19798087471694004,0.8430600273175377,0.9999618568001868
ZSCAN26,0.5705300796301965,-1.1337118585188757,2.293456756272966,-0.49432449747220875,0.6210770268694454,0.9999618568001868
ZSCAN29,1.1080000778935788,0.26277180214902696,1.6124345669863258,0.16296587007567878,0.8705453071176317,0.9999618568001868
ZSCAN30,1.08946445228365,-1.4195228902887955,1.4427703492408357,-0.9838869304707624,0.32517111045570113,0.9999618568001868
ZSCAN31,2.166894771734837,1.023834653482831,1.2148299466237673,0.8427802231318492,0.39935137065770476,0.9999618568001868
