gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
TCN2,39.48488298364985,-2.2125631160156694,0.36604389134052695,-6.04452954511224,1.4984659410584148e-09,1.7984588224583096e-05
TTTY15,10.333047316408782,-6.565145238725681,1.1806285272367565,-5.560720486816718,2.6866319108394214e-08,0.00016122478096947367
CD72,46.062495607372654,-2.311907358935284,0.42354377139535665,-5.458485084832556,4.802141954195581e-08,0.00019211769244751787
PPP2R2B,11.716949736845189,4.199930202827666,0.8427717507589384,4.983472926145801,6.245305572564591e-07,0.0018739039370480057
GDF15,110.54367229265642,2.242696000718684,0.45491506272705284,4.929922494266347,8.226224660480992e-07,0.0019746229675018574
SLC38A7,65.18070801356711,-1.3192498146381555,0.27033691075379224,-4.880021048400803,1.0607451905236333e-06,0.002121843962777441
TNIP3,21.7226654292042,-2.105703037036894,0.434228935830366,-4.849292304784356,1.2390272554332307e-06,0.002124400731387091
FAM20A,51.23099576826441,-1.9694147959822803,0.4093736283925341,-4.810800353006318,1.5032711763712907e-06,0.002255282582351029
HPGDS,50.93912176344878,1.5986282123933673,0.3373146979456985,4.739278253006091,2.1448080827829076e-06,0.0028602207343956065
ARL8A,31.093779780982093,-1.3025516264314065,0.29595991958383167,-4.4011081914842,1.0769940318187562e-05,0.00916543276458238
LILRB3,113.53532302470337,-0.9973799561681806,0.22731203415159099,-4.387712951013596,1.1454881808759847e-05,0.00916543276458238
ADA2,439.5250563955142,-0.5295205457491511,0.11899293860569152,-4.450016546812331,8.586367363284548e-06,0.00916543276458238
IER3,286.453978383072,-1.075825091007385,0.24252356354782156,-4.435961088767568,9.16624054895482e-06,0.00916543276458238
GPC4,19.63052166436556,2.10537296967414,0.4761075211371722,4.422053582866122,9.776720178148256e-06,0.00916543276458238
FRG1CP,20.600763340201176,-1.6772456644724254,0.3808439370125516,-4.404023542108137,1.0626140424679366e-05,0.00916543276458238
OLFML2B,48.72055936115536,-1.879231640821399,0.4336523892968396,-4.333497721224465,1.4675880049293682e-05,0.01036117131480134
CLDN1,124.00537938422745,2.472600883901405,0.5694086397725661,4.342401416474843,1.4093373041617579e-05,0.01036117131480134
MFAP5,4.720756520888071,-4.167982755405056,0.9669752592658232,-4.31033029590602,1.630108854644872e-05,0.010869203596359863
TMPRSS2,19.92712840913704,3.222346194549456,0.7591400823235661,4.244731992923547,2.1885483856208993e-05,0.013699406313360907
SECTM1,76.78826017071572,-1.4286535123549973,0.33820000945372075,-4.224285843937843,2.3969966054039248e-05,0.013699406313360907
TACSTD2,81.95178820325552,1.772304563584309,0.41857261556671915,4.234162717942568,2.2940480084467606e-05,0.013699406313360907
PLBD2,109.0922771296502,-0.9130216465241923,0.21781830871153085,-4.191666219084268,2.7691319528611716e-05,0.0151068734991999
SELENBP1,37.0567358585591,2.7958816233764945,0.6704898685580075,4.1699088300759435,3.047215161833764e-05,0.015238615155137015
CD1A,54.18374129455744,2.6619974657897316,0.6371584081103698,4.177920956398358,2.9418584917477248e-05,0.015238615155137015
SLC16A6,73.15692459055937,-1.7760772209504956,0.42710331517008315,-4.158425275259728,3.204490225337818e-05,0.015384116673801795
CRNDE,14.580343213266461,2.39993139493185,0.5792287049255128,4.143322619414164,3.423098559078026e-05,0.015767119630782724
ATP9A,10.211490068138943,2.270166859175837,0.5489907538411983,4.135164104844847,3.547010748468035e-05,0.015767119630782724
NAPA,16.24122837417545,-1.9146622501902741,0.4653098107950024,-4.1148116927063905,3.8749562239106154e-05,0.01660972307120543
MMP7,22.633179109432184,2.4781237188840075,0.6083514877264123,4.073506466048898,4.631056516753618e-05,0.019166186315198938
