gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AAED1,0.9394567572995167,-0.39008526059925924,1.1581764865904949,-0.3368098602550758,0.736260239537021,0.9998034148804216
AAGAB,0.5105382646066293,0.18929599928786792,1.4729082030470455,0.1285185314986135,0.8977386338178651,0.9998034148804216
AAMP,0.3474052982920035,-1.1478966969203455,2.2184209978542992,-0.5174386187430672,0.6048500069484439,0.9998034148804216
AATF,0.6370076779915714,-0.10359490649702477,1.4528840203541697,-0.0713029430055755,0.9431566530137779,0.9998034148804216
ABCA6,0.59089854772507,-1.029899801630396,1.2708600633090785,-0.8103959132595073,0.4177126659177507,0.9998034148804216
ABCA7,0.5326375345033472,-0.10466666716980075,1.329144449053755,-0.07874739818107436,0.9372335442112689,0.9998034148804216
ABCB10,0.45881785545139664,0.6991727776864161,1.8906472504043352,0.3698060426326965,0.7115270125661273,0.9998034148804216
ABCC4,1.3361245453809554,-0.88312994502382,0.8682521771527206,-1.0171353073019505,0.3090890660959149,0.9998034148804216
ABCF1,0.29966023129980557,-0.4815264235512133,2.1738603316843053,-0.22150752582072603,0.8246972773782822,0.9998034148804216
ABCG1,1.0246477408819812,-0.514442443136283,1.0943990910816106,-0.4700684122716623,0.6383061411589461,0.9998034148804216
ABHD12,0.7841911883603133,-0.29846961526073496,1.2056322079013133,-0.24756274202419626,0.8044727410112802,0.9998034148804216
ABHD14B,0.35528754771167226,-0.8420684454323394,1.7825688020991641,-0.4723904314047875,0.6366481329434632,0.9998034148804216
ABHD2,0.7179237532668953,1.2584427423371316,1.4277452379680933,0.8814196740926232,0.3780907128938562,0.9998034148804216
ABI1,1.7411468832769226,-1.0574391170692337,0.9659683428714441,-1.0946933456699863,0.27365100486843374,0.9998034148804216
AC004453.1,2.302204038825045,-0.24158082494868205,0.7585115902911074,-0.3184932544748147,0.7501108106256429,0.9998034148804216
AC004847.1,0.4989891888238637,1.8602573740823136,2.5979555998980906,0.7160466384241846,0.4739625514104757,0.9998034148804216
AC005912.1,5.617579779518866,-0.13126026748811187,0.512460950408119,-0.2561371112932165,0.7978449668783696,0.9998034148804216
AC007182.2,1.7542042406342686,-0.1806256873218387,0.8016128356814929,-0.22532783818048444,0.821724244722349,0.9998034148804216
AC007991.2,0.4931499361110406,-1.0896218786623566,1.375524953510632,-0.7921498449602168,0.4282733091605939,0.9998034148804216
AC008038.1,0.3398809227701772,-1.2745413831218968,2.216584409603026,-0.5750024125407243,0.5652896653703189,0.9998034148804216
AC008105.3,1.345825099483269,0.930233052336508,1.365204120798783,0.6813875215907107,0.4956263165353465,0.9998034148804216
AC008429.2,0.36276679702979875,-1.5622785436991953,2.0978997920059785,-0.7446869243479781,0.45646100560312697,0.9998034148804216
AC010343.1,1.3143717913993638,0.4801863726476745,1.0886109569686675,0.4411000730552956,0.6591405506238915,0.9998034148804216
AC011495.1,0.32448306666180016,-0.3374927118243293,2.17284533881449,-0.15532293338856146,0.8765667367838993,0.9998034148804216
AC012354.2,0.35269534055271673,-0.3416781950627808,2.189185944010091,-0.15607545626613334,0.8759735443218319,0.9998034148804216
AC016712.1,1.066874744685312,1.0127930241291927,1.6989440676083956,0.5961308811978149,0.5510877955650477,0.9998034148804216
AC016739.1,2.040204909473914,-1.0785638822296921,0.9630492100423403,-1.119946801246297,0.2627364327869558,0.9998034148804216
AC022400.7,0.35483813466419956,1.033355472396418,1.796270928771955,0.5752781809495106,0.5651031755080793,0.9998034148804216
AC024293.1,4.712281080428355,-0.6161695753510323,0.7377862956625507,-0.8351599629506489,0.4036276487898618,0.9998034148804216
AC026401.3,0.6221060288764844,-0.6602509503538289,1.5311592767588076,-0.43120984235648097,0.6663157980480794,0.9998034148804216
AC026403.1,0.9612843854010136,-0.37628435435611923,1.436781664236885,-0.2618939005989991,0.7934032421645214,0.9998034148804216
AC034236.1,4.101002167130918,-0.008941735659605142,0.7175069140622355,-0.012462229261291199,0.9900568370539596,0.9998034148804216
AC064799.1,1.105230002128772,1.3538220323243615,1.2280648514299892,1.1024027198139719,0.2702866296371582,0.9998034148804216
AC073111.5,0.5577476864487333,0.6995128118836409,1.5283546583099836,0.45769011013264727,0.6471750942809531,0.9998034148804216
AC073861.1,1.9564737342178868,-0.17169260107497508,0.8028115151650911,-0.213864148472843,0.8306529987545491,0.9998034148804216
AC074033.1,1.9278415862104137,-0.2343830751303463,0.7958965438007947,-0.2944893742232535,0.768383981771645,0.9998034148804216
AC079922.1,0.21168570400411804,-0.22518240158603886,2.177601068772614,-0.10340847311990023,0.9176387876230103,0.9998034148804216
